"","komitet","procent"
"1","Liczba wyborców",1399
"2","Liczba kart oddanych",700
"3","Liczba głosów ważnych",673
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.33
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.57
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.15
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",58.69
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.16
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.08
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.3
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.89
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.9
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.15
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.74
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.59
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.3
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.15
