"","komitet","procent"
"1","Liczba wyborców",102
"2","Liczba kart oddanych",54
"3","Liczba głosów ważnych",51
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.65
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",23.53
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",5.88
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",23.53
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.53
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.96
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.96
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.96
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
