"","komitet","procent"
"1","Liczba wyborców",1318
"2","Liczba kart oddanych",682
"3","Liczba głosów ważnych",621
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.01
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.06
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.64
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.94
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.7
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.29
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.64
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",7.57
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.81
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.45
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.32
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.48
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.09
