"","komitet","procent"
"1","Liczba wyborców",1964
"2","Liczba kart oddanych",989
"3","Liczba głosów ważnych",930
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.09
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.44
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.19
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.92
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.86
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.86
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.75
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.33
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.54
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.61
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.75
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.65
