"","komitet","procent"
"1","Liczba wyborców",1333
"2","Liczba kart oddanych",798
"3","Liczba głosów ważnych",777
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.13
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",0.64
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",71.3
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",7.72
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.03
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.13
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.86
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.42
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.13
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.64
