"","komitet","procent"
"1","Liczba wyborców",95
"2","Liczba kart oddanych",34
"3","Liczba głosów ważnych",31
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",32.26
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",12.9
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",6.45
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.68
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29.03
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",3.23
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",3.23
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.23
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
